CustomerID,TotalRevenue,TotalOrders,TotalItems,FirstPurchase,LastPurchase,Country,CLV,AOV,PurchaseFrequency,DaysSinceLastPurchase,CustomerTenure,Is_VIP,Fraud_Risk,OutlierLabel,Cluster,Segment,PCA1,PCA2,Churn,ChurnProbability
12398,212.24,1,217,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland,212.24,212.24,1,45,45,False,False,Normal,0,At-Risk Customers,-0.18400683663901776,-1.3526662937361258,0,0.0006
12399,105.3,3,84,2011-03-23 09:42:00,2011-08-12 13:15:00,Belgium,105.3,35.1,3,118,261,False,False,Normal,2,Potential Loyalists,-0.16501031674299976,0.4514483348301814,1,0.587
12405,119.07000000000001,1,99,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,119.07,119.07,1,148,148,False,False,Normal,0,At-Risk Customers,-0.4445185900104846,0.018418819598241775,1,0.9987
12406,460.51,2,225,2011-06-09 10:23:00,2011-11-17 19:22:00,Denmark,460.51,230.26,2,21,183,False,False,Normal,0,At-Risk Customers,0.49717266513250497,-0.7638553509164872,0,0.1299
12407,201.03,4,109,2011-03-20 13:21:00,2011-07-28 16:28:00,Belgium,201.03,50.26,4,133,263,False,False,Normal,2,Potential Loyalists,0.01149788299020936,0.5592038699943293,1,0.7475
12408,295.0,4,164,2011-03-24 14:46:00,2011-11-07 12:27:00,Belgium,295.0,73.75,4,32,259,False,False,Normal,2,Potential Loyalists,0.30857681780431745,-0.2160620224815845,0,0.1561
12409,1523.62,2,890,2011-06-10 12:19:00,2011-09-22 10:38:00,Switzerland,1523.62,761.81,2,78,182,True,False,VIP,2,Potential Loyalists,2.5680408540727853,-0.5272134551546835,0,0.0347
12410,187.5,1,38,2011-02-04 10:38:00,2011-02-04 10:38:00,Switzerland,187.5,187.5,1,308,308,False,False,Normal,1,Lost/Inactive,-0.09557503889493416,2.087596425035472,1,0.9994
12412,126.24000000000001,3,131,2011-06-23 13:51:00,2011-09-26 10:16:00,Denmark,126.24,42.08,3,74,168,False,False,Normal,0,At-Risk Customers,-0.28419914894147164,-0.40505696977150807,0,0.0857
12413,53.650000000000006,2,17,2011-01-06 16:12:00,2011-10-04 09:00:00,France,53.65,26.83,2,66,336,False,False,Normal,2,Potential Loyalists,-0.036578798400916705,0.507160435346715,0,0.2752
12414,59.8,2,13,2011-04-26 09:12:00,2011-05-06 14:51:00,Austria,59.8,29.9,2,216,227,False,False,Normal,1,Lost/Inactive,-0.5699564084202686,0.9870341684264835,1,0.5552
12415,13985.74,11,9175,2011-01-06 11:12:00,2011-11-15 10:32:00,Australia,13985.74,1271.43,11,24,337,True,False,VIP,3,High-Value Loyalists,12.461309783428405,-0.8071462717612726,0,0.0029
12417,275.82,7,188,2011-03-03 14:12:00,2011-12-06 14:52:00,Belgium,275.82,39.4,7,2,280,False,False,Normal,2,Potential Loyalists,0.6031967775386028,-0.32500526485037223,0,0.0017
12418,66.33,1,66,2011-08-19 11:08:00,2011-08-19 11:08:00,Switzerland,66.33,66.33,1,112,112,False,False,Normal,0,At-Risk Customers,-0.6550569822924537,-0.4365186059109852,1,0.9937
12420,88.95,1,17,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,88.95,88.95,1,63,63,False,False,Normal,0,At-Risk Customers,-0.6078566946893531,-1.0826057606396922,0,0.0024
12421,54.50000000000001,2,26,2011-06-19 13:54:00,2011-11-24 09:07:00,Spain,54.5,27.25,2,15,172,False,False,Normal,0,At-Risk Customers,-0.3509311298496509,-0.8032375591284271,0,0.6229
12422,288.55,3,71,2011-01-19 09:13:00,2011-09-05 09:48:00,Australia,288.55,96.18,3,95,324,False,False,Normal,2,Potential Loyalists,0.3186834664896653,0.6184975003800011,1,0.5346
12423,285.39,7,269,2010-12-21 10:54:00,2011-12-09 10:10:00,Belgium,285.39,40.77,7,0,353,False,False,Normal,2,Potential Loyalists,0.7984500789618068,0.07587101012810393,0,0.0034
12424,745.5,2,310,2011-06-30 12:06:00,2011-06-30 12:06:00,Australia,745.5,372.75,2,162,162,False,False,Normal,0,At-Risk Customers,0.7709464327182757,0.10544572726106011,1,0.0085
12425,31.46,1,34,2011-09-22 17:31:00,2011-09-22 17:31:00,Portugal,31.46,31.46,1,77,77,False,False,Normal,0,At-Risk Customers,-0.8017476332471867,-0.8834875885340705,0,0.0006
12426,102.69999999999999,1,42,2011-05-29 12:26:00,2011-05-29 12:26:00,Germany,102.7,102.7,1,194,194,False,False,Normal,1,Lost/Inactive,-0.4716286218151755,0.6235650558939588,1,0.9992
12427,154.65,2,43,2010-12-03 10:44:00,2011-10-10 15:15:00,Germany,154.65,77.32,2,59,371,False,False,Normal,2,Potential Loyalists,0.2703828858363745,0.6385517757524931,0,0.4363
12428,1198.13,8,591,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,1198.13,149.77,8,25,283,True,False,VIP,2,Potential Loyalists,1.5144807425510947,-0.2147317733878195,0,0.0449
12429,401.66,4,166,2010-12-09 12:05:00,2011-11-30 17:22:00,Denmark,401.66,100.42,4,8,365,False,False,Normal,2,Potential Loyalists,0.7560773323213786,0.20069403940867497,0,0.0549
12430,31.319999999999997,1,36,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,31.32,31.32,1,42,42,False,False,Normal,0,At-Risk Customers,-0.8256512686195028,-1.3403404006404607,0,0.0006
12431,1356.04,13,590,2010-12-17 14:10:00,2011-11-04 11:55:00,Australia,1356.04,104.31,13,35,356,True,False,VIP,2,Potential Loyalists,2.1323318909297138,0.24961089509733128,0,0.0025
12432,1100.83,3,130,2011-06-20 13:27:00,2011-10-28 11:40:00,Norway,1100.83,366.94,3,42,171,True,False,VIP,0,At-Risk Customers,1.2947500498972837,-0.7466144797737737,0,0.1172
12433,1913.8700000000001,6,1773,2010-12-01 13:24:00,2011-12-09 08:48:00,Norway,1913.87,318.98,6,0,372,True,False,VIP,2,Potential Loyalists,2.4868125279494913,0.04639149036781116,0,0.0086
12434,81.22,2,74,2011-03-24 13:05:00,2011-09-16 12:38:00,Australia,81.22,40.61,2,84,259,False,False,Normal,2,Potential Loyalists,-0.20513869555045935,0.1957178631391809,0,0.331
12435,781.44,2,392,2011-03-17 07:40:00,2011-09-21 09:06:00,Denmark,781.44,390.72,2,79,267,False,False,Normal,2,Potential Loyalists,1.2581636500905162,0.08825160666708778,0,0.3588
12436,26.400000000000002,1,48,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,26.4,26.4,1,99,99,False,False,Normal,0,At-Risk Customers,-0.8049231116932137,-0.5948578916772481,1,0.9969
12437,516.0699999999999,11,309,2011-02-23 16:44:00,2011-11-30 16:47:00,France,516.07,46.92,11,8,288,False,False,Normal,2,Potential Loyalists,1.1698197994278166,-0.27152210877038857,0,0.0006
12438,201.73,2,93,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,201.73,100.86,2,13,139,False,False,Normal,0,At-Risk Customers,-0.12807782606341792,-1.0306166219793347,0,0.0272
12442,32.28,1,36,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,32.28,32.28,1,2,2,False,False,Normal,0,At-Risk Customers,-0.849009978050123,-1.8627766415963596,0,0.0007
12444,530.85,5,133,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,530.85,106.17,5,20,170,False,False,Normal,0,At-Risk Customers,0.4372714204883549,-0.8365668709250009,0,0.0159
12446,140.4,1,66,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,140.4,140.4,1,57,57,False,False,Normal,0,At-Risk Customers,-0.42996946679725195,-1.1755723990713132,0,0.0056
12448,65.0,1,1,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain,65.0,65.0,1,43,43,False,False,Normal,0,At-Risk Customers,-0.7059076817305616,-1.3368713342049685,0,0.0004
12449,480.49,4,167,2011-06-05 15:37:00,2011-11-17 13:46:00,Belgium,480.49,120.12,4,21,186,False,False,Normal,0,At-Risk Customers,0.38849401662448285,-0.7331103141376724,0,0.0311
12450,9.959999999999999,1,12,2011-06-19 14:36:00,2011-06-19 14:36:00,Spain,9.96,9.96,1,172,172,False,False,Normal,1,Lost/Inactive,-0.8142225106009477,0.3627683139310964,1,0.9978
12451,730.79,5,525,2011-01-19 09:05:00,2011-11-29 08:40:00,Switzerland,730.79,146.16,5,10,324,False,False,Normal,2,Potential Loyalists,1.0709235587550245,-0.050739042917209404,0,0.021
12452,17.700000000000003,1,6,2011-11-23 08:05:00,2011-11-23 08:05:00,Switzerland,17.7,17.7,1,16,16,False,False,Normal,0,At-Risk Customers,-0.891193722866479,-1.6758702495980982,0,0.0005
12453,69.75,1,52,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria,69.75,69.75,1,133,133,False,False,Normal,0,At-Risk Customers,-0.6289204594628751,-0.16335631269138673,1,0.9996
12454,555.72,1,108,2011-10-14 17:13:00,2011-10-14 17:13:00,Spain,555.72,555.72,1,55,55,False,False,Normal,0,At-Risk Customers,1.0370459992555912,-1.3198766941940003,0,0.0004
12455,182.9,3,104,2011-02-16 09:56:00,2011-07-06 13:18:00,Cyprus,182.9,60.97,3,155,296,False,False,Normal,1,Lost/Inactive,-0.02477268745898022,0.9132116406704401,1,0.8731
12456,568.5799999999999,3,180,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland,568.58,189.53,3,43,254,False,False,Normal,2,Potential Loyalists,0.6737487072485944,-0.19845129003052614,0,0.0853
12457,473.18,3,126,2011-04-14 18:57:00,2011-09-19 09:04:00,Switzerland,473.18,157.73,3,81,238,False,False,Normal,2,Potential Loyalists,0.41631169623441205,0.0016967670503392554,0,0.0223
12458,182.55,2,107,2011-02-28 10:55:00,2011-09-29 15:25:00,Switzerland,182.55,91.28,2,70,284,False,False,Normal,2,Potential Loyalists,0.09037589235893818,0.2185616680610769,0,0.1786
12461,32.0,1,6,2011-07-08 10:23:00,2011-07-08 10:23:00,Switzerland,32.0,32.0,1,154,154,False,False,Normal,0,At-Risk Customers,-0.7483394054362943,0.12152257309451361,1,0.9996
12462,134.05,2,107,2011-02-09 14:44:00,2011-11-21 09:11:00,Spain,134.05,67.03,2,18,302,False,False,Normal,2,Potential Loyalists,0.13092928392935302,-0.052944138097193234,0,0.4899
12463,227.96,4,88,2011-04-12 12:47:00,2011-10-17 13:44:00,Belgium,227.96,56.99,4,52,241,False,False,Normal,2,Potential Loyalists,0.1396715396572733,-0.16454642696013178,0,0.0119
12464,99.85,4,8,2011-02-03 13:30:00,2011-07-13 11:58:00,Belgium,99.85,24.96,4,149,308,False,False,Normal,1,Lost/Inactive,-0.037451597341252446,0.9442921702691985,1,0.9286
12465,113.14,2,46,2011-06-23 13:37:00,2011-11-22 16:34:00,Belgium,113.14,56.57,2,16,168,False,False,Normal,0,At-Risk Customers,-0.24263093218796053,-0.8284442514744891,0,0.2099
12468,74.59,2,53,2011-01-27 13:29:00,2011-06-05 11:36:00,Germany,74.59,37.3,2,187,315,False,False,Normal,1,Lost/Inactive,-0.2670941871986679,1.273321663193352,1,0.7977
12471,2704.7,21,1009,2010-12-10 09:35:00,2011-12-07 15:43:00,Germany,2704.7,128.8,21,1,364,True,False,VIP,2,Potential Loyalists,3.8447580925778224,-0.07083457304529577,0,0.0069
12472,792.87,7,521,2010-12-05 14:19:00,2011-11-07 14:01:00,Germany,792.87,113.27,7,31,368,True,False,VIP,2,Potential Loyalists,1.2795931978542443,0.3479048012927492,0,0.0061
12473,640.06,4,293,2011-06-01 10:15:00,2011-11-10 13:44:00,Germany,640.06,160.01,4,28,191,False,False,Normal,2,Potential Loyalists,0.5963526263656048,-0.6702011691605777,0,0.0341
12474,916.71,15,463,2011-01-14 14:45:00,2011-11-22 14:39:00,Germany,916.71,61.11,15,16,328,True,False,VIP,2,Potential Loyalists,1.9224539888177938,-0.030056855644005114,0,0.0002
12475,25.65,1,23,2011-10-17 10:10:00,2011-10-17 10:10:00,Germany,25.65,25.65,1,53,53,False,False,Normal,0,At-Risk Customers,-0.8383403965246006,-1.195131937913818,0,0.0029
12476,969.52,10,370,2011-01-31 11:46:00,2011-11-24 12:40:00,Germany,969.52,96.95,10,15,312,True,False,VIP,2,Potential Loyalists,1.519990343805248,-0.11091765728947789,0,0.001
12477,1569.6999999999998,6,371,2011-02-11 12:45:00,2011-11-17 09:51:00,Germany,1569.7,261.62,6,22,301,True,False,VIP,2,Potential Loyalists,1.905775986518522,-0.16684016111022806,0,0.0532
12478,231.34,1,37,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece,231.34,231.34,1,3,3,False,False,Normal,0,At-Risk Customers,-0.14456968407738874,-1.9063731588046613,0,0.0077
12479,49.41,1,39,2011-11-28 13:26:00,2011-11-28 13:26:00,Germany,49.41,49.41,1,10,10,False,False,Normal,0,At-Risk Customers,-0.7830967537592012,-1.7632190707535762,0,0.0003
12480,308.9,4,166,2011-01-07 15:27:00,2011-11-11 14:52:00,Germany,308.9,77.22,4,27,335,False,False,Normal,2,Potential Loyalists,0.5254709183349339,0.17916923379749794,0,0.0829
12481,619.13,10,352,2010-12-09 10:13:00,2011-11-17 08:29:00,Germany,619.13,61.91,10,22,365,False,False,Normal,2,Potential Loyalists,1.3386695126110648,0.2678412861526774,0,0.0003
12483,217.8,5,152,2011-01-04 14:20:00,2011-10-30 11:34:00,Sweden,217.8,43.56,5,40,338,False,False,Normal,2,Potential Loyalists,0.4581054583644762,0.29840547010707835,0,0.1565
12484,532.5,4,257,2011-01-07 14:04:00,2011-11-04 15:18:00,Spain,532.5,133.12,4,34,335,False,False,Normal,2,Potential Loyalists,0.8043939666311413,0.20671332502020168,0,0.2106
12488,243.34,3,114,2011-09-25 10:34:00,2011-11-30 08:50:00,France,243.34,81.11,3,9,75,False,False,Normal,0,At-Risk Customers,-0.21575591394972204,-1.4281033602271953,0,0.0
12489,15.9,1,2,2011-01-07 13:13:00,2011-01-07 13:13:00,France,15.9,15.9,1,335,335,False,False,Normal,1,Lost/Inactive,-0.6842042788126046,2.4888922098180477,1,0.9993
12490,663.92,10,380,2011-01-14 09:13:00,2011-12-04 16:07:00,France,663.92,66.39,10,4,329,False,False,Normal,2,Potential Loyalists,1.3201672043997421,-0.07299398350978008,0,0.0009
12491,62.25,1,15,2011-11-01 12:18:00,2011-11-01 12:18:00,France,62.25,62.25,1,38,38,False,False,Normal,0,At-Risk Customers,-0.7189743310837785,-1.4013590894722507,0,0.001
12492,23.5,1,22,2011-10-07 15:15:00,2011-10-07 15:15:00,Germany,23.5,23.5,1,62,62,False,False,Normal,0,At-Risk Customers,-0.8399222938170903,-1.07703338559276,0,0.0023
12493,33.0,2,20,2011-05-26 14:53:00,2011-06-27 10:17:00,France,33.0,16.5,2,165,196,False,False,Normal,1,Lost/Inactive,-0.6090526323606293,0.4397999445507781,1,0.2583
12494,95.69,5,77,2010-12-16 11:24:00,2011-10-30 15:44:00,France,95.69,19.14,5,39,358,False,False,Normal,2,Potential Loyalists,0.368700035714676,0.416736282007484,0,0.0664
12497,31.5,1,75,2011-09-19 12:29:00,2011-09-19 12:29:00,Germany,31.5,31.5,1,81,81,False,False,Normal,0,At-Risk Customers,-0.7989309378261745,-0.8312826687520345,0,0.0003
12498,25.0,1,20,2011-11-18 12:52:00,2011-11-18 12:52:00,Germany,25.0,25.0,1,20,20,False,False,Normal,0,At-Risk Customers,-0.8627094854607751,-1.6257314571425463,0,0.0041
12500,579.84,5,465,2011-01-10 09:48:00,2011-11-16 16:20:00,Germany,579.84,115.97,5,22,333,False,False,Normal,2,Potential Loyalists,0.8969842686513688,0.10315254955911875,0,0.0168
12501,294.31,1,238,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany,294.31,294.31,1,336,336,False,False,Normal,1,Lost/Inactive,0.300775885199427,2.4227134331942475,1,0.9998
12502,346.65,5,77,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain,346.65,69.33,5,95,309,False,False,Normal,2,Potential Loyalists,0.4342198805590939,0.5250303426569088,1,0.8598
12504,54.0,1,3,2011-11-09 14:56:00,2011-11-09 14:56:00,Germany,54.0,54.0,1,29,29,False,False,Normal,0,At-Risk Customers,-0.7541613644580648,-1.516497900168593,0,0.0004
12506,22.55,1,5,2011-04-21 08:54:00,2011-04-21 08:54:00,France,22.55,22.55,1,232,232,False,False,Normal,1,Lost/Inactive,-0.7295817447958951,1.1424298700769868,1,0.9999
12507,44.7,1,18,2011-02-14 09:24:00,2011-02-14 09:24:00,Spain,44.7,44.7,1,298,298,False,False,Normal,1,Lost/Inactive,-0.6071289318848652,1.9976951957579698,1,0.9997
12508,33.5,2,19,2011-11-10 16:27:00,2011-11-13 15:37:00,France,33.5,16.75,2,25,28,False,False,Normal,0,At-Risk Customers,-0.7715315404171491,-1.5475528853282343,0,0.0004
12509,17.0,1,20,2011-02-28 14:45:00,2011-02-28 14:45:00,France,17.0,17.0,1,283,283,False,False,Normal,1,Lost/Inactive,-0.7150938512395921,1.8097672159754232,1,0.9989
12510,40.199999999999996,1,36,2011-01-18 14:04:00,2011-01-18 14:04:00,Spain,40.2,40.2,1,324,324,False,False,Normal,1,Lost/Inactive,-0.6056492683765413,2.338381825315593,1,0.9999
12512,20.36,1,18,2011-10-04 14:53:00,2011-10-04 14:53:00,Israel,20.36,20.36,1,65,65,False,False,Normal,0,At-Risk Customers,-0.8490172251564928,-1.0369775437417768,0,0.0038
12513,71.3,1,67,2011-08-19 10:51:00,2011-08-19 10:51:00,France,71.3,71.3,1,112,112,False,False,Normal,0,At-Risk Customers,-0.6374856760026577,-0.43793302089895025,1,0.9831
12514,66.3,1,22,2011-03-17 16:38:00,2011-03-17 16:38:00,Italy,66.3,66.3,1,266,266,False,False,Normal,1,Lost/Inactive,-0.5521649029245266,1.573817612846513,1,0.9983
12515,62.1,1,38,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy,62.1,62.1,1,352,352,False,False,Normal,1,Lost/Inactive,-0.5094954503317922,2.6976634162969257,1,0.9996
12516,356.3,2,248,2011-06-12 11:37:00,2011-09-23 09:13:00,Germany,356.3,178.15,2,77,180,False,False,Normal,0,At-Risk Customers,0.17394363412469627,-0.35202026772567113,0,0.0467
12517,448.86,4,204,2011-06-02 15:13:00,2011-11-11 13:57:00,Germany,448.86,112.22,4,27,189,False,False,Normal,0,At-Risk Customers,0.34377887059574475,-0.6685160461359432,0,0.0079
12518,265.42,5,157,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany,265.42,53.08,5,0,109,False,False,Normal,0,At-Risk Customers,0.014772206723942216,-1.3062537991369911,0,0.0008
12519,30.9,1,30,2011-10-07 09:26:00,2011-10-07 09:26:00,Germany,30.9,30.9,1,63,63,False,False,Normal,0,At-Risk Customers,-0.8130909663438107,-1.066085279744044,0,0.0009
12520,424.7,5,257,2011-03-11 11:35:00,2011-09-21 15:23:00,Germany,424.7,84.94,5,78,273,False,False,Normal,2,Potential Loyalists,0.46565528254481914,0.18732228302861836,0,0.0381
12521,47.4,1,30,2011-07-20 10:51:00,2011-07-20 10:51:00,Germany,47.4,47.4,1,142,142,False,False,Normal,0,At-Risk Customers,-0.7019189336273726,-0.039509031445400425,1,0.9993
12522,47.7,2,7,2011-10-19 14:41:00,2011-10-31 15:30:00,Germany,47.7,23.85,2,38,50,False,False,Normal,0,At-Risk Customers,-0.7112944258740803,-1.3288773714107176,0,0.0002
12523,271.03,10,118,2011-01-12 09:43:00,2011-11-20 12:55:00,France,271.03,27.1,10,18,331,False,False,Normal,2,Potential Loyalists,0.9623177888798893,0.06937257378632196,0,0.0103
